Valor	Superf	Dorm	Banys	Edat	Estat	Planta	Dist	ValSol	Tipus	Ascens	ExtInt	Reforma
23558896	102.43	4	2	25	4_B	Planta	Gracia	126608.05	MANZ	SI	EXT	REF1A5
19000800	58	2	2	100	5_MB	Planta	Gracia	206323.45	MANZ	NO	EXT	REF1A5
16330000	71	3	1	25	3_N	Planta	Gracia	146536.9	MANZ	SI	INT	REF1A5
17226496	65.5	2	1	25	4_B	Planta	Sants	146536.9	MANZ	SI	EXT	RECIENREF
16827496	67.31	3	1	105	1_MM	Planta	Gracia	173108.7	MANZ	NO	EXT	REF1A5
14421000	75.9	2	1	70	3_N	Planta	Gracia	115979.33	MANZ	NO	EXT	REF1A5
11935100	58.22	3	1	94	1_MM	Planta	Gracia	186394.6	MANZ	NO	EXT	REF>20
33480000	108	5	2	60	4_B	Planta	Gracia	199680.5	MANZ	NO	EXT	RECIENREF
33480000	108	5	2	60	4_B	Planta	Gracia	199680.5	MANZ	NO	EXT	RECIENREF
17550000	65	2	1	3	4_B	Planta	Eixample	173108.7	MANZ	SI	EXT	SINREFORMA
11900000	70	3	1	80	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF1A5
15405000	79	3	1	80	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	REF>20
23520000	112	5	2	30	3_N	Planta	Eixample	119965.1	MANZ	SI	EXT	REF1A5
28028000	107.8	3	2	6	4_B	Planta	Eixample	146536.9	MANZ	SI	EXT	SINREFORMA
40500000	180	4	3	50	2_M	Atic	Eixample	146536.9	MANZ	SI	EXT	REF1A5
17050000	77.5	2	1	40	3_N	Planta	Eixample	133251	MANZ	SI	EXT	REF1A5
40500000	180	4	3	50	2_M	Atic	Eixample	146536.9	MANZ	SI	EXT	REF1A5
13209000	62.9	2	1	57	2_M	Planta	Eixample	146536.9	MANZ	NO	EXT	REF1A5
15170000	74	3	1	70	2_M	Planta	Eixample	119965.1	MANZ	SI	EXT	REF10-15
16520600	73.1	3	1	60	4_B	Planta	Eixample	133251	MANZ	SI	EXT	REF1A5
30195000	134.2	4	2	12	3_N	Planta	Eixample	139893.95	MANZ	SI	EXT	SINREFORMA
8321000	53	2	1	55	1_MM	Planta	Eixample	106679.2	MANZ	NO	INT	SINREFORMA
14235000	73	3	1	23	2_M	Planta	Eixample	119965.1	MANZ	SI	INT	REF5A10
13688100	60.3	2	1	85	2_M	Planta	Eixample	146536.9	MANZ	NO	EXT	REF1A5
22560000	141	5	2	50	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	SINREFORMA
27342896	101.27	3	2	0	5_MB	Planta	Eixample	159822.8	MANZ	SI	EXT	OBRANUEVA
17502800	89.3	4	2	37	3_N	Planta	Eixample	114650.74	MANZ	SI	EXT	REF1A5
23154000	102	3	2	10	3_N	Planta	Sant_Marti	119965.1	MANZ	SI	INT	SINREFORMA
17050560	80	4	1	28	1_MM	Planta	Eixample	97379.07	MANZ	SI	INT	REF10-15
17245400	105.8	3	1	42	1_MM	Planta	Eixample	119965.1	MANZ	SI	EXT	SINREFORMA
18775968	115.19	4	1	70	1_MM	Planta	Eixample	133251	MANZ	SI	INT	REF1A5
25378848	86.03	2	1	0	5_MB	Planta	Eixample	173108.7	MANZ	SI	EXT	OBRANUEVA
10488000	91.2	1	1	70	1_MM	Planta	Eixample	93393.3	MANZ	NO	EXT	SINREFORMA
24420000	111	3	2	60	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	REF10-15
11137000	60.2	3	1	50	2_M	Planta	Eixample	126608.05	MANZ	NO	EXT	REF1A5
13079000	63.8	3	1	50	2_M	Planta	Eixample	126608.05	MANZ	NO	EXT	REF1A5
9680000	60.5	3	1	50	1_MM	Planta	Eixample	126608.05	MANZ	NO	EXT	SINREFORMA
26082000	108	3	1	25	3_N	Planta	Eixample	139893.95	MANZ	SI	EXT	RECIENREF
16669000	79	3	1	23	2_M	Planta	Eixample	139893.95	MANZ	SI	EXT	REF1A5
16100000	70	3	1	25	3_N	Planta	Eixample	119965.1	MANZ	SI	INT	RECIENREF
16068376	79.35	3	1	31	3_N	Planta	Eixample	119965.1	MANZ	SI	INT	REF1A5
21146000	109	4	2	50	2_M	Planta	Eixample	119965.1	MANZ	SI	EXT	REF5A10
11012300	55.9	2	1	60	2_M	Planta	Eixample	126608.05	MANZ	NO	EXT	REF5A10
25760000	112	4	2	12	3_N	Planta	Sant_Marti	146536.9	MANZ	SI	EXT	SINREFORMA
21450000	110	3	2	27	2_M	Planta	Eixample	119965.1	MANZ	SI	EXT	SINREFORMA
12125000	48.5	2	1	75	2_M	Planta	Eixample	166465.75	MANZ	NO	EXT	REF1A5
13205300	63.64	3	1	72	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	REF5A10
13000000	65	3	1	70	3_N	Planta	Eixample	126608.05	MANZ	NO	EXT	REF1A5
6495720	43.89	1	1	55	3_N	Planta	Eixample	100036.25	MANZ	SI	INT	REF1A5
13706552	71	4	1	59	1_MM	Planta	Eixample	159822.8	MANZ	NO	EXT	SINREFORMA
15487472	77	1	1	121	2_M	Planta	Eixample	113322.15	MANZ	NO	EXT	REF5A10
24120000	100.5	3	2	20	3_N	Planta	Eixample	146536.9	MANZ	SI	EXT	SINREFORMA
21955504	86.1	3	1	35	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	REF5A10
32789400	126.6	4	2	23	2_M	Atic	Eixample	181080.24	MANZ	SI	EXT	SINREFORMA
20822096	109.59	4	2	20	2_M	Planta	Eixample	106679.2	MANZ	SI	INT	REF5A10
27393600	120	4	2	18	2_M	Planta	Eixample	133251	MANZ	SI	INT	REF5A10
25893000	115.08	4	2	25	3_N	Planta	Eixample	126608.05	MANZ	SI	EXT	REF10-15
15975000	71	3	2	80	2_M	Planta	Eixample	146536.9	MANZ	SI	INT	REF15-20
17500000	70	3	1	20	3_N	Planta	Sant_Marti	166465.75	MANZ	SI	EXT	REF1A5
8101850	52.27	2	1	75	1_MM	Planta	Eixample	146536.9	MANZ	NO	EXT	REF5A10
30420000	117	4	2	20	3_N	Planta	Eixample	166465.75	MANZ	SI	EXT	SINREFORMA
17040000	71	3	2	80	2_M	Planta	Eixample	153179.85	MANZ	SI	INT	REF15-20
22880000	88	4	2	14	4_B	Atic	Eixample	133251	MANZ	SI	EXT	REF5A10
20240000	88	3	1	20	3_N	Planta	Eixample	159822.8	MANZ	SI	EXT	SINREFORMA
37074624	198.26	5	3	60	2_M	Planta	Eixample	139893.95	MANZ	SI	EXT	REF5A10
20027696	84.15	4	1	29	3_N	Planta	Eixample	146536.9	MANZ	SI	EXT	RECIENREF
17060680	70	2	1	79	3_N	Planta	Eixample	133251	MANZ	SI	EXT	REF1A5
23400000	90	3	1	32	3_N	Planta	Eixample	153179.85	MANZ	SI	EXT	REF1A5
23636248	99	3	2	0	5_MB	Atic	Eixample	126608.05	MANZ	SI	EXT	OBRANUEVA
24725000	115	4	2	18	3_N	Planta	Eixample	115979.33	MANZ	SI	EXT	SINREFORMA
16531048	81	2	1	36	2_M	Planta	Eixample	119965.1	MANZ	SI	INT	REF1A5
14580000	81	5	1	75	2_M	Planta	Eixample	100036.25	MANZ	NO	EXT	REF5A10
16522752	62.35	2	1	60	3_N	Planta	Eixample	166465.75	MANZ	NO	EXT	RECIENREF
24750000	99	4	2	55	4_B	Planta	Eixample	166465.75	MANZ	SI	EXT	SINREFORMA
27045248	125	4	2	19	2_M	Planta	Eixample	138565.36	MANZ	SI	EXT	SINREFORMA
12090000	62	2	1	50	2_M	Planta	Eixample	139893.95	MANZ	NO	EXT	SINREFORMA
16044000	84	3	1	70	1_MM	Planta	Eixample	146536.9	MANZ	NO	EXT	REF>20
23400000	90	3	2	0	5_MB	Planta	Eixample	146536.9	MANZ	SI	EXT	OBRANUEVA
17207192	80.22	4	1	33	1_MM	Planta	Eixample	139893.95	MANZ	SI	INT	REF1A5
15934000	62	2	1	50	4_B	Planta	Eixample	153179.85	MANZ	NO	EXT	SINREFORMA
27000000	100	4	1	30	4_B	Planta	Eixample	166465.75	MANZ	SI	INT	SINREFORMA
26023952	111	3	1	29	3_N	Planta	Eixample	139893.95	MANZ	SI	EXT	REF5A10
18490000	86	3	1	20	2_M	Planta	Horta	153179.85	MANZ	SI	EXT	SINREFORMA
14866500	79.5	3	2	63	1_MM	Planta	Eixample	130593.82	MANZ	SI	EXT	SINREFORMA
19780000	86	3	1	20	2_M	Planta	Horta	159822.8	MANZ	SI	EXT	SINREFORMA
13270948	80.43	4	1	80	1_MM	Planta	Eixample	133251	MANZ	SI	EXT	REF5A10
21150000	94	4	2	30	2_M	Planta	Eixample	159822.8	MANZ	SI	EXT	SINREFORMA
19693104	80.38	4	1	100	1_MM	Planta	Sant_Marti	166465.75	MANZ	SI	EXT	REF1A5
13813800	65.78	3	1	85	1_MM	Planta	Eixample	139893.95	MANZ	SI	EXT	REF1A5
19412752	110.93	4	3	20	4_B	Planta	Sants	73464.45	MANZ	SI	INT	REF1A5
12477496	71.3	3	1	20	3_N	Planta	Sants	113322.15	MANZ	SI	EXT	REF5A10
30245000	131.5	4	2	15	3_N	Planta	Les_Corts	159822.8	MANZ	SI	EXT	REF1A5
22000000	88	3	1	22	3_N	Planta	Les_Corts	129265.23	MANZ	SI	INT	REF5A10
18444440	69.34	3	1	20	3_N	Planta	Les_Corts	166465.75	MANZ	NO	EXT	REF5A10
30245000	131.5	4	2	15	3_N	Planta	Les_Corts	159822.8	MANZ	SI	EXT	REF1A5
34650000	110	4	2	0	5_MB	Planta	Les_Corts	149194.08	MANZ	SI	EXT	OBRANUEVA
36142496	118.5	4	2	0	5_MB	Planta	Les_Corts	149194.08	MANZ	SI	EXT	OBRANUEVA
18929816	69.34	3	1	20	4_B	Planta	Les_Corts	166465.75	MANZ	NO	EXT	REF5A10
14036984	71	3	1	80	3_N	Planta	Sants	113322.15	MANZ	NO	EXT	REF1A5
15510000	94	2	1	20	3_N	Planta	Sants	80107.4	BLOQ	SI	EXT	REF10-15
12059968	78	3	1	27	1_MM	Planta	Sants	86750.35	MANZ	SI	EXT	REF1A5
10624320	57.12	3	1	72	2_M	Planta	Sants	126608.05	MANZ	NO	EXT	REF1A5
3689201	40.1	2	1	60	1_MM	Bajos	Sant_Marti	80107.4	MANZ	NO	INT	SINREFORMA
46293696	137.37	4	2	0	5_MB	Planta	Les_Corts	212966.4	BLOQ	SI	EXT	OBRANUEVA
17291048	158	3	2	82	2_M	Planta	Sants	86750.35	MANZ	NO	EXT	RECIENREF
12975000	75	3	1	25	2_M	Atic	Sants	93393.3	MANZ	SI	EXT	REF5A10
27104000	121	4	2	20	3_N	Planta	Sants	139893.95	MANZ	SI	EXT	REF5A10
13380600	76.9	3	1	80	2_M	Planta	Sants	96050.48	MANZ	NO	EXT	REF10-15
24885000	105	2	2	22	4_B	Atic	Les_Corts	139893.95	MANZ	SI	EXT	REF1A5
10400000	65	3	1	50	2_M	Planta	Sants	93393.3	MANZ	NO	INT	REF5A10
18527000	95.5	4	1	25	4_B	Planta	Sants	86750.35	MANZ	SI	EXT	REF1A5
10400000	65	3	1	50	2_M	Planta	Sants	93393.3	MANZ	NO	INT	REF5A10
23750000	95	4	2	0	5_MB	Planta	Sants	133251	MANZ	SI	EXT	OBRANUEVA
35905504	118.5	4	2	0	5_MB	Planta	Les_Corts	149194.08	MANZ	SI	EXT	OBRANUEVA
16020000	90	3	1	20	3_N	Planta	Sants	86750.35	MANZ	SI	EXT	REF1A5
35905504	118.5	4	2	0	5_MB	Planta	Les_Corts	149194.08	MANZ	SI	EXT	OBRANUEVA
7600000	38	1	1	80	3_N	Planta	Sants	106679.2	MANZ	NO	EXT	REF1A5
10472000	56	2	1	52	3_N	Planta	Sants	119965.1	MANZ	NO	INT	REF10-15
14186000	82	3	1	18	2_M	Planta	Sants	100036.25	MANZ	SI	EXT	SINREFORMA
15102000	83.9	2	1	25	4_B	Planta	Sants	86750.35	MANZ	SI	INT	REF1A5
13956896	71	3	1	27	3_N	Planta	Sants	100036.25	MANZ	SI	INT	REF1A5
45768800	148.6	4	2	0	5_MB	Planta	Les_Corts	153179.85	MANZ	SI	EXT	OBRANUEVA
16559700	97.41	3	1	60	3_N	Planta	Sants	106679.2	MANZ	NO	EXT	REF1A5
14040000	90	3	1	50	1_MM	Planta	Sants	119965.1	MANZ	NO	EXT	SINREFORMA
17064320	82.04	3	2	15	3_N	Planta	Sants	119965.1	MANZ	SI	EXT	E=R
17581888	70.61	3	1	15	4_B	Atic	Sants	146536.9	MANZ	SI	EXT	E=R
16320000	68	2	1	0	5_MB	Planta	Sants	133251	MANZ	SI	EXT	OBRANUEVA
17250752	76.5	2	1	5	4_B	Planta	Sants	126608.05	MANZ	SI	INT	SINREFORMA
11069300	63.8	3	1	100	3_N	Planta	Sants	96316.198	MANZ	NO	EXT	REF1A5
14040000	90	3	1	50	1_MM	Planta	Sants	119965.1	MANZ	NO	EXT	SINREFORMA
14016000	73	3	1	60	2_M	Planta	Sants	133251	MANZ	NO	EXT	SINREFORMA
9068544	72	4	1	99	1_MM	Planta	Sants	93393.3	MANZ	NO	EXT	REF15-20
9854156	62	3	2	71	1_MM	Planta	Sants	93393.3	MANZ	NO	INT	REF10-15
17013432	83.81	3	1	13	3_N	Planta	Sants	113322.15	MANZ	NO	EXT	REF1A5
29172000	114.4	4	2	6	3_N	Atic	Sants	166465.75	MANZ	SI	EXT	SINREFORMA
11771248	64.5	3	1	30	2_M	Planta	Sants	106679.2	MANZ	NO	EXT	REF10-15
12004200	54	1	1	3	5_MB	Planta	Sants	100036.25	MANZ	SI	EXT	SINREFORMA
24313000	118.6	4	2	16	2_M	Atic	Sants	119965.1	MANZ	SI	EXT	SINREFORMA
18987152	91	4	1	25	2_M	Planta	Les_Corts	166465.75	MANZ	SI	EXT	SINREFORMA
14040000	65	2	1	17	3_N	Planta	Sants	146536.9	MANZ	SI	EXT	SINREFORMA
20145504	93.7	3	2	25	2_M	Atic	Sants	133251	MANZ	SI	EXT	REF10-15
33072000	104	4	2	0	5_MB	Planta	Sants	186394.6	BLOQ	SI	EXT	OBRANUEVA
8279000	48.7	1	1	71	2_M	Atic	Sants	106679.2	MANZ	NO	EXT	REF5A10
6384480	47	2	1	65	1_MM	Atic	Sants	93393.3	MANZ	NO	EXT	REF1A5
11505000	59	1	1	45	4_B	Planta	Sants	102693.43	MANZ	NO	INT	REF1A5
8279000	48.7	1	1	71	2_M	Atic	Sants	106679.2	MANZ	NO	EXT	REF5A10
9095000	53.5	2	1	90	2_M	Planta	Sants	126608.05	MANZ	NO	EXT	REF5A10
26565000	115.5	5	2	40	2_M	Planta	Les_Corts	179751.65	MANZ	SI	EXT	SINREFORMA
24033600	100.14	3	2	40	2_M	Planta	Les_Corts	179751.65	MANZ	SI	EXT	SINREFORMA
12470000	86	2	1	85	1_MM	Planta	Sants	100036.25	MANZ	NO	EXT	REF>20
8704800	54	2	1	60	1_MM	Planta	Les_Corts	113322.15	MANZ	NO	INT	REF10-15
13236576	69.85	2	1	25	3_N	Planta	Sants	114783.599	MANZ	SI	EXT	REF5A10
22560000	96	3	1	30	3_N	Planta	Les_Corts	133251	MANZ	SI	INT	REF5A10
14091000	77	3	1	30	2_M	Planta	Sants	110664.97	MANZ	SI	EXT	REF1A5
23460000	102	4	2	3	4_B	Planta	Sants	119965.1	MANZ	SI	EXT	SINREFORMA
16768000	64	2	1	40	3_N	Bajos	Les_Corts	186394.6	MANZ	NO	EXT	REF1A5
17220000	82	3	1	34	3_N	Planta	Sants	119965.1	MANZ	NO	EXT	REF1A5
24052000	120.26	4	2	15	3_N	Planta	Sants	119965.1	MANZ	SI	EXT	SINREFORMA
9275000	35	1	1	50	4_B	Atic	Sants	166465.75	MANZ	SI	EXT	RECIENREF
10620000	59	3	1	45	2_M	Planta	Sants	113322.15	MANZ	NO	INT	REF15-20
16049160	73.62	1	1	20	4_B	Planta	Sants	106679.2	MANZ	NO	EXT	REF1A5
8533800	47.41	2	1	75	3_N	Planta	Sants	119965.1	MANZ	NO	INT	REF1A5
16380000	84	3	1	23	4_B	Planta	Sants	93393.3	MANZ	SI	EXT	REF1A5
11988400	58.48	2	1	24	4_B	Atic	Sants	106679.2	MANZ	SI	EXT	REF5A10
9275000	35	1	1	50	4_B	Atic	Sants	166465.75	MANZ	SI	EXT	RECIENREF
13540500	76.5	3	1	24	3_N	Bajos	Sants	100036.25	MANZ	SI	INT	REF5A10
17270400	71.96	3	1	18	3_N	Atic	Sants	153179.85	MANZ	SI	EXT	REF1A5
26011008	136.9	4	2	20	3_N	Planta	Sants	106679.2	MANZ	SI	EXT	SINREFORMA
14050000	70.25	3	1	25	2_M	Planta	Sants	133251	MANZ	SI	EXT	REF10-15
19497496	77.99	2	2	0	5_MB	Planta	Sants	146536.9	BLOQ	SI	EXT	OBRANUEVA
12168000	52	1	1	50	5_MB	Atic	Sants	146536.9	MANZ	NO	EXT	RECIENREF
13395000	47	2	1	40	2_M	Planta	Sants	193037.55	MANZ	NO	EXT	RECIENREF
15939924	77	3	1	25	3_N	Planta	Sants	100036.25	MANZ	SI	INT	REF1A5
15939924	77	3	1	25	3_N	Planta	Sants	100036.25	MANZ	SI	INT	REF1A5
15925000	65	1	1	70	5_MB	Planta	Sants	146536.9	MANZ	SI	INT	RECIENREF
23355536	102	3	2	20	3_N	Planta	Sants	146536.9	MANZ	SI	EXT	REF1A5
14796080	82	4	1	59	1_MM	Atic	Sants	106679.2	MANZ	NO	EXT	REF1A5
15697500	80.5	3	1	30	2_M	Planta	Sants	119965.1	MANZ	SI	EXT	REF5A10
14017900	53.3	3	1	60	4_B	Planta	Sants	173108.7	MANZ	NO	EXT	REF1A5
11532000	62	2	1	65	1_MM	Planta	Sants	133251	MANZ	NO	INT	RECIENREF
18392000	76	3	1	30	2_M	Planta	Les_Corts	157165.62	MANZ	SI	INT	REF1A5
25039872	99	4	1	45	3_N	Planta	Les_Corts	153179.85	MANZ	SI	EXT	REF1A5
17510000	85	4	1	17	4_B	Planta	Sants	93393.3	MANZ	SI	EXT	REF1A5
22332520	94	4	2	19	3_N	Planta	Sants	133251	MANZ	SI	INT	REF10-15
9000000	60	2	1	80	1_MM	Planta	Sants	113322.15	MANZ	SI	EXT	REF15-20
9300000	62	2	1	80	1_MM	Planta	Sants	113322.15	MANZ	SI	EXT	REF15-20
13502248	76.5	3	1	30	3_N	Planta	Sants	93393.3	MANZ	SI	EXT	REF10-15
9238000	59.6	3	1	45	1_MM	Planta	Sants	100036.25	MANZ	NO	INT	REF>20
10600000	53	2	1	70	3_N	Planta	Sants	133251	MANZ	NO	EXT	REF1A5
9027500	57.5	2	1	45	1_MM	Bajos	Sants	100036.25	MANZ	NO	EXT	REF>20
20030592	83.81	3	1	25	4_B	Planta	Sants	133251	MANZ	NO	EXT	RECIENREF
21862496	82.66	3	2	59	4_B	Planta	Sants	133251	MANZ	NO	EXT	RECIENREF
15255000	56.5	3	1	35	4_B	Planta	Les_Corts	159822.8	MANZ	NO	EXT	RECIENREF
10576152	53	2	1	70	1_MM	Planta	Les_Corts	126608.05	MANZ	NO	EXT	REF1A5
14578044	69	2	1	27	3_N	Planta	Sants	113322.15	MANZ	SI	EXT	REF5A10
13272000	79	4	1	65	1_MM	Planta	Sants	130593.82	MANZ	NO	EXT	REF>20
24375000	75	3	1	25	3_N	Atic	Les_Corts	186394.6	MANZ	NO	EXT	REF1A5
16107748	71.59	3	1	22	2_M	Planta	Sants	146536.9	MANZ	SI	EXT	SINREFORMA
26026000	143	4	2	45	2_M	Planta	Sants	129265.23	MANZ	NO	EXT	REF1A5
14254500	75	4	1	80	1_MM	Planta	Eixample	133251	MANZ	SI	INT	REF15-20
16080000	80.4	3	1	45	2_M	Planta	Eixample	133251	MANZ	NO	EXT	REF5A10
11682348	75.37	4	1	70	2_M	Planta	Eixample	100036.25	MANZ	NO	EXT	SINREFORMA
24823896	107.93	4	2	25	2_M	Planta	Eixample	133251	MANZ	SI	EXT	REF1A5
16400000	80	2	1	60	2_M	Planta	Eixample	119965.1	MANZ	SI	EXT	REF5A10
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
14580800	91.13	4	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
12470000	58	3	1	80	3_N	Planta	Eixample	119965.1	MANZ	SI	INT	REF1A5
7411202	46.32	2	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
8041600	50.26	2	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
26100200	126.7	3	2	40	2_M	Planta	Eixample	133251	MANZ	SI	EXT	REF15-20
30315000	141	5	2	25	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	SINREFORMA
29036000	136	4	2	39	1_MM	Planta	Eixample	130593.82	MANZ	SI	EXT	REF1A5
23048000	86	3	2	70	4_B	Planta	Eixample	139893.95	MANZ	NO	EXT	RECIENREF
19771504	80.7	3	1	60	2_M	Atic	Eixample	159822.8	MANZ	NO	EXT	RECIENREF
22400000	112	4	2	30	2_M	Planta	Eixample	119965.1	MANZ	SI	INT	REF15-20
24480000	144	5	1	70	1_MM	Planta	Eixample	133251	MANZ	SI	EXT	SINREFORMA
21180000	70.6	2	1	28	3_N	Planta	Eixample	166465.75	MANZ	SI	EXT	REF5A10
5600000	35	2	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF1A5
24750000	90	3	2	20	4_B	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
23358000	102	4	2	85	2_M	Planta	Eixample	139893.95	MANZ	SI	EXT	REF10-15
25740000	117	3	2	80	3_N	Planta	Eixample	146536.9	MANZ	SI	EXT	REF1A5
8684000	52	3	1	100	2_M	Planta	Eixample	106679.2	MANZ	NO	INT	REF>20
21600000	90	3	2	30	4_B	Planta	Eixample	153179.85	MANZ	SI	EXT	REF1A5
14853600	82.52	4	2	40	2_M	Planta	Eixample	113322.15	MANZ	SI	EXT	REF1A5
11973000	46.05	2	1	60	4_B	Planta	Eixample	166465.75	MANZ	SI	EXT	RECIENREF
28215000	114	3	2	45	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
26893024	116.42	3	2	33	3_N	Planta	Eixample	159822.8	MANZ	SI	EXT	REF1A5
30450000	105	3	2	0	5_MB	Planta	Eixample	153179.85	MANZ	SI	EXT	OBRANUEVA
19273800	84	3	1	26	3_N	Planta	Eixample	133251	MANZ	SI	INT	REF10-15
13118604	73.7	3	1	98	3_N	Atic	Eixample	126608.05	MANZ	NO	EXT	REF1A5
22470800	102.14	3	2	35	4_B	Planta	Eixample	113322.15	MANZ	SI	INT	REF5A10
15840000	72	3	2	25	2_M	Planta	Eixample	126608.05	MANZ	SI	INT	SINREFORMA
18580320	73.44	3	1	70	3_N	Planta	Eixample	146536.9	MANZ	NO	EXT	REF1A5
27462600	124.83	4	2	33	2_M	Planta	Eixample	159822.8	MANZ	SI	EXT	REF5A10
22504000	97	4	1	25	2_M	Planta	Eixample	149194.08	MANZ	SI	EXT	REF10-15
16871496	82.3	3	1	42	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	REF10-15
16905000	73.5	2	1	28	3_N	Atic	Eixample	122622.28	MANZ	SI	EXT	REF5A10
40630000	170	4	3	24	3_N	Planta	Eixample	146536.9	MANZ	SI	EXT	REF10-15
12090000	62	2	2	90	3_N	Planta	Eixample	133251	MANZ	SI	INT	REF5A10
15200000	80	4	1	50	2_M	Planta	Eixample	122622.28	MANZ	SI	INT	REF10-15
14040000	72	3	1	50	3_N	Planta	Eixample	133251	MANZ	NO	EXT	REF5A10
8031100	32.78	1	1	45	3_N	Planta	Eixample	146536.9	MANZ	SI	INT	RECIENREF
16860000	70.25	3	1	24	4_B	Planta	Eixample	146536.9	MANZ	SI	EXT	RECIENREF
24062496	100	4	2	25	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	SINREFORMA
27225000	99	3	1	20	3_N	Atic	Eixample	139893.95	MANZ	SI	EXT	SINREFORMA
28860000	97.5	3	2	0	5_MB	Planta	Eixample	126608.05	MANZ	SI	EXT	OBRANUEVA
29982160	127	4	2	15	3_N	Planta	Eixample	133251	MANZ	SI	EXT	SINREFORMA
34800000	120	3	2	40	3_N	Atic	Eixample	146536.9	MANZ	SI	EXT	REF5A10
29260000	133	4	2	21	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	SINREFORMA
8041600	50.26	2	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
23000000	92	4	2	35	2_M	Planta	Eixample	171115.815	MANZ	SI	INT	REF10-15
19953000	73.9	3	2	30	4_B	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
15325000	61.3	2	1	59	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
23030000	94	3	2	25	3_N	Planta	Eixample	173108.7	MANZ	SI	EXT	REF1A5
32501696	132.66	4	2	25	3_N	Atic	Eixample	166465.75	MANZ	SI	EXT	REF1A5
19000000	76	3	1	60	3_N	Planta	Eixample	173108.7	MANZ	SI	EXT	REF5A10
7411202	46.32	2	1	65	1_MM	Planta	Eixample	113322.15	MANZ	NO	EXT	REF10-15
28000000	140	5	2	40	2_M	Planta	Eixample	122622.28	MANZ	SI	EXT	REF10-15
15600000	80	4	1	25	1_MM	Planta	Eixample	146536.9	MANZ	NO	EXT	REF5A10
15681400	68.18	3	1	80	3_N	Planta	Eixample	159822.8	MANZ	NO	EXT	RECIENREF
15913700	81.4	4	1	85	1_MM	Planta	Eixample	154508.44	MANZ	SI	EXT	RECIENREF
29640000	114	4	2	25	3_N	Planta	Eixample	159822.8	MANZ	SI	EXT	REF1A5
7865900	59.5	1	1	50	2_M	Planta	Eixample	106679.2	MANZ	NO	INT	RECIENREF
8815000	50	1	1	100	1_MM	Atic	Eixample	153179.85	MANZ	NO	EXT	SINREFORMA
18974400	79.06	4	2	75	4_B	Planta	Eixample	162479.98	MANZ	NO	EXT	REF1A5
11024000	52	1	1	45	3_N	Planta	Eixample	106679.2	MANZ	SI	INT	REF5A10
19190000	101	4	2	90	2_M	Planta	Eixample	106679.2	MANZ	SI	EXT	REF15-20
18000000	80	3	1	25	2_M	Planta	Eixample	126608.05	MANZ	SI	EXT	SINREFORMA
8832960	72	3	1	79	1_MM	Planta	Eixample	133251	MANZ	NO	EXT	REF>20
12766252	72.95	1	1	70	2_M	Planta	Eixample	146536.9	MANZ	SI	EXT	SINREFORMA
26030000	95	4	2	21	3_N	Planta	Eixample	146536.9	MANZ	SI	EXT	REF1A5
32129800	139.09	5	2	79	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
22750000	91	4	2	70	3_N	Planta	Eixample	133251	MANZ	SI	EXT	REF1A5
14000036	64.8	3	1	70	2_M	Planta	Eixample	159822.8	MANZ	NO	EXT	REF10-15
